document,degradation,level,pipeline,cer,wer,taux_mots_detectes,taux_mots_manquants
91104867.png,flou_gaussien,fort,binarisation_seule,1.0,1.0,0.0,1.0
91104867.png,flou_gaussien,fort,pipeline_complet,1.0,1.0,0.0,1.0
92298125.png,flou_gaussien,fort,aucun,0.9974619289340102,1.0,0.0,1.0
92298125.png,flou_gaussien,fort,deskew_seul,0.9923857868020305,0.9928571428571429,0.008695652173913044,0.991304347826087
92298125.png,flou_gaussien,fort,denoise_seul,0.9974619289340102,1.0,0.0,1.0
92298125.png,flou_gaussien,fort,contraste_seul,0.9898477157360406,0.9928571428571429,0.008695652173913044,0.991304347826087
92298125.png,flou_gaussien,fort,binarisation_seule,0.868020304568528,0.9785714285714285,0.02608695652173913,0.9739130434782609
92298125.png,flou_gaussien,fort,pipeline_complet,0.9213197969543148,0.9857142857142858,0.017391304347826087,0.9826086956521739
0012529284.png,flou_gaussien,fort,aucun,0.9821276595744681,1.0,0.006369426751592357,0.9936305732484076
0012529284.png,flou_gaussien,fort,deskew_seul,0.9838297872340426,1.0,0.0,1.0
0012529284.png,flou_gaussien,fort,denoise_seul,0.9914893617021276,1.0,0.0,1.0
0012529284.png,flou_gaussien,fort,contraste_seul,0.9914893617021276,1.0,0.0,1.0
0012529284.png,flou_gaussien,fort,binarisation_seule,0.977872340425532,0.9954128440366973,0.006369426751592357,0.9936305732484076
0012529284.png,flou_gaussien,fort,pipeline_complet,0.9046808510638298,0.9908256880733946,0.01910828025477707,0.9808917197452229
716552.png,flou_gaussien,fort,aucun,1.0,1.0,0.0,1.0
716552.png,flou_gaussien,fort,deskew_seul,1.0,1.0,0.0,1.0
716552.png,flou_gaussien,fort,denoise_seul,1.0,1.0,0.0,1.0
716552.png,flou_gaussien,fort,contraste_seul,1.0,1.0,0.0,1.0
716552.png,flou_gaussien,fort,binarisation_seule,0.9729102167182663,1.0,0.0,1.0
716552.png,flou_gaussien,fort,pipeline_complet,1.0,1.0,0.0,1.0
0011838621.png,flou_gaussien,fort,aucun,1.0,1.0,0.0,1.0
0011838621.png,flou_gaussien,fort,deskew_seul,1.0,1.0,0.0,1.0
0011838621.png,flou_gaussien,fort,denoise_seul,1.0,1.0,0.0,1.0
0011838621.png,flou_gaussien,fort,contraste_seul,1.0,1.0,0.0,1.0
0011838621.png,flou_gaussien,fort,binarisation_seule,0.9378084896347483,1.0,0.0,1.0
0011838621.png,flou_gaussien,fort,pipeline_complet,0.9851924975320829,1.0,0.0,1.0
92586242.png,flou_gaussien,fort,aucun,1.0,1.0,0.0,1.0
92586242.png,flou_gaussien,fort,deskew_seul,1.0,1.0,0.0,1.0
92586242.png,flou_gaussien,fort,denoise_seul,1.0,1.0,0.0,1.0
92586242.png,flou_gaussien,fort,contraste_seul,0.976,0.9876543209876543,0.014492753623188406,0.9855072463768116
92586242.png,flou_gaussien,fort,binarisation_seule,0.936,1.0,0.0,1.0
92586242.png,flou_gaussien,fort,pipeline_complet,0.994,1.0,0.0,1.0
01073843.png,bruit_aleatoire,faible,aucun,0.7611374407582938,0.8947368421052632,0.3783783783783784,0.6216216216216216
